0>1 0>10926
1>2 1>22494 10926>10927
2>3 2>39659 10927>10928 22494>22495
3>4 3>56823 10928>10929 22495>22496 39659>39660
4>5 4>86702 10929>10930 22496>22497 39660>39661 56823>56824
5>6 5>62712 10930>10931 22497>22498 39661>39662 56824>56825 86702>86703
6>7 6>12695 10931>10932 22498>22499 39662>39663 56825>56826 62712>62713 86703>86704
12261>12260 2202>2203 14890>14891 18571>18572 24694>24695 41858>41859 59021>59022 64908>64909 88899>88900
12260>12259 2203>2204 14891>14892 18572>18573 24695>24696 41859>41860 59022>59023 64909>64910 88900>88901
12259>12258 2204>2205 14892>14893 18573>18574 24696>24697 41860>41861 59023>59024 64910>64911 88901>88902
12258>12257 2205>2206 14893>14894 18574>18575 24697>24698 41861>41862 59024>59025 64911>64912 88902>88903
12257>12256 2206>2207 14894>14895 18575>18576 24698>24699 41862>41863 59025>59026 64912>64913 88903>88904
12256>12255 2207>2208 14895>14896 18576>18577 24699>24700 41863>41864 59026>59027 64913>64914 88904>88905
12255>12254 2208>2209 14896>14897 18577>18578 24700>24701 41864>41865 59027>59028 64914>64915 88905>88906
12254>12253 2209>2210 14897>14898 18578>18579 24701>24702 41865>41866 59028>59029 64915>64916 88906>88907
12253>12252 2210>2211 14898>14899 18579>18580 24702>24703 41866>41867 59029>59030 64916>64917 88907>88908
12252>12251 2211>2212 14899>14900 18580>18581 24703>24704 41867>41868 59030>59031 64917>64918 88908>88909
12251>12250 2212>2213 14900>14901 18581>18582 24704>24705 41868>41869 59031>59032 64918>64919 88909>88910
12250>12249 2213>2214 14901>14902 18582>18583 24705>24706 41869>41870 59032>59033 64919>64920 88910>88911
12249>12248 2214>2215 14902>14903 18583>18584 24706>24707 41870>41871 59033>59034 64920>64921 88911>88912
12248>12247 2215>2216 14903>14904 18584>18585 24707>24708 41871>41872 59034>59035 64921>64922 88912>88913
12247>12246 2216>2217 14904>14905 18585>18586 24708>24709 41872>41873 59035>59036 64922>64923 88913>88914
12246>12245 2217>2218 14905>14906 18586>18587 24709>24710 41873>41874 59036>59037 64923>64924 88914>88915
12245>12244 2218>2219 14906>14907 18587>18588 24710>24711 41874>41875 59037>59038 64924>64925 88915>88916
12244>12243 2219>2220 14907>14908 18588>18589 24711>24712 41875>41876 59038>59039 64925>64926 88916>88917
12243>12242 2220>2221 14908>14909 18589>18590 24712>24713 41876>41877 59039>59040 64926>64927 88917>88918
12242>12241 2221>2222 14909>14910 18590>18591 24713>24714 41877>41878 59040>59041 64927>64928 88918>88919
12241>12240 2222>2223 14910>14911 18591>18592 24714>24715 41878>41879 59041>59042 64928>64929 88919>88920
12240>12239 2223>2224 14911>14912 18592>18593 24715>24716 41879>41880 59042>59043 64929>64930 88920>88921
12239>12238 2224>2225 14912>14913 18593>18594 24716>24717 41880>41881 59043>59044 64930>64931 88921>88922
12238>12237 2225>2226 14913>14914 18594>18595 24717>24718 41881>41882 59044>59045 64931>64932 88922>88923
12237>12236 2226>2227 14914>14915 18595>18596 24718>24719 41882>41883 59045>59046 64932>64933 88923>88924
12236>12235 2227>2228 14915>14916 18596>18597 24719>24720 41883>41884 59046>59047 64933>64934 88924>88925
12235>12234 2228>2229 14916>14917 18597>18598 24720>24721 41884>41885 59047>59048 64934>64935 88925>88926
12234>12233 2229>2230 14917>14918 18598>18599 24721>24722 41885>41886 59048>59049 64935>64936 88926>88927
12233>12232 2230>2231 14918>14919 18599>18600 24722>24723 41886>41887 59049>59050 64936>64937 88927>88928
12232>12231 2231>2232 14919>14920 18600>18601 24723>24724 41887>41888 59050>59051 64937>64938 88928>88929
12231>12230 2232>2233 14920>14921 18601>18602 24724>24725 41888>41889 59051>59052 64938>64939 88929>88930
12230>12229 2233>2234 14921>14922 18602>18603 24725>24726 41889>41890 59052>59053 64939>64940 88930>88931
12229>12228 2234>2235 14922>14923 18603>18604 24726>24727 41890>41891 59053>59054 64940>64941 88931>88932
12228>12227 2235>2236 14923>14924 18604>18605 24727>24728 41891>41892 59054>59055 64941>64942 88932>88933
12227>12226 2236>2237 14924>14925 18605>18606 24728>24729 41892>41893 59055>59056 64942>64943 88933>88934
12226>12225 2237>2238 14925>14926 18606>18607 24729>24730 41893>41894 59056>59057 64943>64944 88934>88935
12225>12224 2238>2239 14926>14927 18607>18608 24730>24731 41894>41895 59057>59058 64944>64945 88935>88936
12224>12223 2239>2240 14927>14928 18608>18609 24731>24732 41895>41896 59058>59059 64945>64946 88936>88937
12223>12222 2240>2241 14928>14929 18609>18610 24732>24733 41896>41897 59059>59060 64946>64947 88937>88938
12222>12221 2241>2242 14929>14930 18610>18611 24733>24734 41897>41898 59060>59061 64947>64948 88938>88939
12221>12220 2242>2243 14930>14931 18611>18612 24734>24735 41898>41899 59061>59062 64948>64949 88939>88940
12220>12219 2243>2244 14931>14932 18612>18613 24735>24736 41899>41900 59062>59063 64949>64950 88940>88941
12219>12218 2244>2245 14932>14933 18613>18614 24736>24737 41900>41901 59063>59064 64950>64951 88941>88942
12218>12217 2245>2246 14933>14934 18614>18615 24737>24738 41901>41902 59064>59065 64951>64952 88942>88943
12217>12216 2246>2247 14934>14935 18615>18616 24738>24739 41902>41903 59065>59066 64952>64953 88943>88944
12216>12215 2247>2248 14935>14936 18616>18617 24739>24740 41903>41904 59066>59067 64953>64954 88944>88945
12215>12214 2248>2249 14936>14937 18617>18618 24740>24741 41904>41905 59067>59068 64954>64955 88945>88946
12214>12213 2249>2250 14937>14938 18618>18619 24741>24742 41905>41906 59068>59069 64955>64956 88946>88947
12213>12212 2250>2251 14938>14939 18619>18620 24742>24743 41906>41907 59069>59070 64956>64957 88947>88948
12212>12211 2251>2252 14939>14940 18620>18621 24743>24744 41907>41908 59070>59071 64957>64958 88948>88949
12211>12210 2252>2253 14940>14941 18621>18622 24744>24745 41908>41909 59071>59072 64958>64959 88949>88950
12210>12209 2253>2254 14941>14942 18622>18623 24745>24746 41909>41910 59072>59073 64959>64960 88950>88951
12209>12208 2254>2255 14942>14943 18623>18624 24746>24747 41910>41911 59073>59074 64960>64961 88951>88952
12208>12207 2255>2256 14943>14944 18624>18625 24747>24748 41911>41912 59074>59075 64961>64962 88952>88953
12207>12206 2256>2257 14944>14945 18625>18626 24748>24749 41912>41913 59075>59076 64962>64963 88953>88954
12206>12205 2257>2258 14945>14946 18626>18627 24749>24750 41913>41914 59076>59077 64963>64964 88954>88955
12205>12204 2258>2259 14946>14947 18627>18628 24750>24751 41914>41915 59077>59078 64964>64965 88955>88956
12204>12203 2259>2260 14947>14948 18628>18629 24751>24752 41915>41916 59078>59079 64965>64966 88956>88957
12203>12202 2260>2261 14948>14949 18629>18630 24752>24753 41916>41917 59079>59080 64966>64967 88957>88958
12202>12201 2261>2262 14949>14950 18630>18631 24753>24754 41917>41918 59080>59081 64967>64968 88958>88959
12201>12200 2262>2263 14950>14951 18631>18632 24754>24755 41918>41919 59081>59082 64968>64969 88959>88960
12200>12199 2263>2264 14951>14952 18632>18633 24755>24756 41919>41920 59082>59083 64969>64970 88960>88961
12199>12198 2264>2265 14952>14953 18633>18634 24756>24757 41920>41921 59083>59084 64970>64971 88961>88962
12198>12197 2265>2266 14953>14954 18634>18635 24757>24758 41921>41922 59084>59085 64971>64972 88962>88963
12197>12196 2266>2267 14954>14955 18635>18636 24758>24759 41922>41923 59085>59086 64972>64973 88963>88964
12196>12195 2267>2268 14955>14956 18636>18637 24759>24760 41923>41924 59086>59087 64973>64974 88964>88965
12195>12194 2268>2269 14956>14957 18637>18638 24760>24761 41924>41925 59087>59088 64974>64975 88965>88966
12194>12193 2269>2270 14957>14958 18638>18639 24761>24762 41925>41926 59088>59089 64975>64976 88966>88967
12193>12192 2270>2271 14958>14959 18639>18640 24762>24763 41926>41927 59089>59090 64976>64977 88967>88968
12192>12191 2271>2272 14959>14960 18640>18641 24763>24764 41927>41928 59090>59091 64977>64978 88968>88969
12191>12190 2272>2273 14960>14961 18641>18642 24764>24765 41928>41929 59091>59092 64978>64979 88969>88970
12190>12189 2273>2274 14961>14962 18642>18643 24765>24766 41929>41930 59092>59093 64979>64980 88970>88971
12189>12188 2274>2275 14962>14963 18643>18644 24766>24767 41930>41931 59093>59094 64980>64981 88971>88972
12188>12187 2275>2276 14963>14964 18644>18645 24767>24768 41931>41932 59094>59095 64981>64982 88972>88973
12187>12186 2276>2277 14964>14965 18645>18646 24768>24769 41932>41933 59095>59096 64982>64983 88973>88974
12186>12185 2277>2278 14965>14966 18646>18647 24769>24770 41933>41934 59096>59097 64983>64984 88974>88975
12185>12184 2278>2279 14966>14967 18647>18648 24770>24771 41934>41935 59097>59098 64984>64985 88975>88976
12184>12183 2279>2280 14967>14968 18648>18649 24771>24772 41935>41936 59098>59099 64985>64986 88976>88977
12183>12182 2280>2281 14968>14969 18649>18650 24772>24773 41936>41937 59099>59100 64986>64987 88977>88978
12182>12181 2281>2282 14969>14970 18650>18651 24773>24774 41937>41938 59100>59101 64987>64988 88978>88979
12181>12180 2282>2283 14970>14971 18651>18652 24774>24775 41938>41939 59101>59102 64988>64989 88979>88980
12180>12179 2283>2284 14971>14972 18652>18653 24775>24776 41939>41940 59102>59103 64989>64990 88980>88981
12179>12178 2284>2285 14972>14973 18653>18654 24776>24777 41940>41941 59103>59104 64990>64991 88981>88982
12178>12177 2285>2286 14973>14974 18654>18655 24777>24778 41941>41942 59104>59105 64991>64992 88982>88983
12177>12176 2286>2287 14974>14975 18655>18656 24778>24779 41942>41943 59105>59106 64992>64993 88983>88984
12176>12175 2287>2288 14975>14976 18656>18657 24779>24780 41943>41944 59106>59107 64993>64994 88984>88985
12175>12174 2288>2289 14976>14977 18657>18658 24780>24781 41944>41945 59107>59108 64994>64995 88985>88986
12174>12173 2289>2290 14977>14978 18658>18659 24781>24782 41945>41946 59108>59109 64995>64996 88986>88987
12173>12172 2290>2291 14978>14979 18659>18660 24782>24783 41946>41947 59109>59110 64996>64997 88987>88988
12172>12171 2291>2292 14979>14980 18660>18661 24783>24784 41947>41948 59110>59111 64997>64998 88988>88989
12171>12170 2292>2293 14980>14981 18661>18662 24784>24785 41948>41949 59111>59112 64998>64999 88989>88990
12170>12169 2293>2294 14981>14982 18662>18663 24785>24786 41949>41950 59112>59113 64999>65000 88990>88991
12169>12168 2294>2295 14982>14983 18663>18664 24786>24787 41950>41951 59113>59114 65000>65001 88991>88992
12168>12167 2295>2296 14983>14984 18664>18665 24787>24788 41951>41952 59114>59115 65001>65002 88992>88993
12167>12166 2296>2297 14984>14985 18665>18666 24788>24789 41952>41953 59115>59116 65002>65003 88993>88994
12166>12165 2297>2298 14985>14986 18666>18667 24789>24790 41953>41954 59116>59117 65003>65004 88994>88995
12165>12164 2298>2299 14986>14987 18667>18668 24790>24791 41954>41955 59117>59118 65004>65005 88995>88996
12164>12163 2299>2300 14987>14988 18668>18669 24791>24792 41955>41956 59118>59119 65005>65006 88996>88997
12163>12162 2300>2301 14988>14989 18669>18670 24792>24793 41956>41957 59119>59120 65006>65007 88997>88998
12162>12161 2301>2302 14989>14990 18670>18671 24793>24794 41957>41958 59120>59121 65007>65008 88998>88999
12161>12160 2302>2303 14990>14991 18671>18672 24794>24795 41958>41959 59121>59122 65008>65009 88999>89000
12160>12159 2303>2304 14991>14992 18672>18673 24795>24796 41959>41960 59122>59123 65009>65010 89000>89001
12159>12158 2304>2305 14992>14993 18673>18674 24796>24797 41960>41961 59123>59124 65010>65011 89001>89002
12158>12157 2305>2306 14993>14994 18674>18675 24797>24798 41961>41962 59124>59125 65011>65012 89002>89003
12157>12156 2306>2307 14994>14995 18675>18676 24798>24799 41962>41963 59125>59126 65012>65013 89003>89004
12156>12155 2307>2308 14995>14996 18676>18677 24799>24800 41963>41964 59126>59127 65013>65014 89004>89005
12155>12154 2308>2309 14996>14997 18677>18678 24800>24801 41964>41965 59127>59128 65014>65015 89005>89006
12154>12153 2309>2310 14997>14998 18678>18679 24801>24802 41965>41966 59128>59129 65015>65016 89006>89007
12153>12152 2310>2311 14998>14999 18679>18680 24802>24803 41966>41967 59129>59130 65016>65017 89007>89008
12152>12151 2311>2312 14999>15000 18680>18681 24803>24804 41967>41968 59130>59131 65017>65018 89008>89009
12151>12150 2312>2313 15000>15001 18681>18682 24804>24805 41968>41969 59131>59132 65018>65019 89009>89010
12150>12149 2313>2314 15001>15002 18682>18683 24805>24806 41969>41970 59132>59133 65019>65020 89010>89011
12149>12148 2314>2315 15002>15003 18683>18684 24806>24807 41970>41971 59133>59134 65020>65021 89011>89012
12148>12147 2315>2316 15003>15004 18684>18685 24807>24808 41971>41972 59134>59135 65021>65022 89012>89013
12147>12146 2316>2317 15004>15005 18685>18686 24808>24809 41972>41973 59135>59136 65022>65023 89013>89014
12146>12145 2317>2318 15005>15006 18686>18687 24809>24810 41973>41974 59136>59137 65023>65024 89014>89015
12145>12144 2318>2319 15006>15007 18687>18688 24810>24811 41974>41975 59137>59138 65024>65025 89015>89016
12144>12143 2319>2320 15007>15008 18688>18689 24811>24812 41975>41976 59138>59139 65025>65026 89016>89017
12143>12142 2320>2321 15008>15009 18689>18690 24812>24813 41976>41977 59139>59140 65026>65027 89017>89018
12142>12141 2321>2322 15009>15010 18690>18691 24813>24814 41977>41978 59140>59141 65027>65028 89018>89019
12141>12140 2322>2323 15010>15011 18691>18692 24814>24815 41978>41979 59141>59142 65028>65029 89019>89020
12140>12139 2323>2324 15011>15012 18692>18693 24815>24816 41979>41980 59142>59143 65029>65030 89020>89021
12139>12138 2324>2325 15012>15013 18693>18694 24816>24817 41980>41981 59143>59144 65030>65031 89021>89022
12138>12137 2325>2326 15013>15014 18694>18695 24817>24818 41981>41982 59144>59145 65031>65032 89022>89023
12137>12136 2326>2327 15014>15015 18695>18696 24818>24819 41982>41983 59145>59146 65032>65033 89023>89024
12136>12135 2327>2328 15015>15016 18696>18697 24819>24820 41983>41984 59146>59147 65033>65034 89024>89025
12135>12134 2328>2329 15016>15017 18697>18698 24820>24821 41984>41985 59147>59148 65034>65035 89025>89026
12134>12133 2329>2330 15017>15018 18698>18699 24821>24822 41985>41986 59148>59149 65035>65036 89026>89027
12133>12132 2330>2331 15018>15019 18699>18700 24822>24823 41986>41987 59149>59150 65036>65037 89027>89028
12132>12131 2331>2332 15019>15020 18700>18701 24823>24824 41987>41988 59150>59151 65037>65038 89028>89029
12131>12130 2332>2333 15020>15021 18701>18702 24824>24825 41988>41989 59151>59152 65038>65039 89029>89030
12130>12129 2333>2334 15021>15022 18702>18703 24825>24826 41989>41990 59152>59153 65039>65040 89030>89031
12129>12128 2334>2335 15022>15023 18703>18704 24826>24827 41990>41991 59153>59154 65040>65041 89031>89032
12128>12127 2335>2336 15023>15024 18704>18705 24827>24828 41991>41992 59154>59155 65041>65042 89032>89033
12127>12126 2336>2337 15024>15025 18705>18706 24828>24829 41992>41993 59155>59156 65042>65043 89033>89034
12126>12125 2337>2338 15025>15026 18706>18707 24829>24830 41993>41994 59156>59157 65043>65044 89034>89035
12125>12124 2338>2339 15026>15027 18707>18708 24830>24831 41994>41995 59157>59158 65044>65045 89035>89036
12124>12123 2339>2340 15027>15028 18708>18709 24831>24832 41995>41996 59158>59159 65045>65046 89036>89037
12123>12122 2340>2341 15028>15029 18709>18710 24832>24833 41996>41997 59159>59160 65046>65047 89037>89038
12122>12121 2341>2342 15029>15030 18710>18711 24833>24834 41997>41998 59160>59161 65047>65048 89038>89039
12121>12120 2342>2343 15030>15031 18711>18712 24834>24835 41998>41999 59161>59162 65048>65049 89039>89040
12120>12119 2343>2344 15031>15032 18712>18713 24835>24836 41999>42000 59162>59163 65049>65050 89040>89041
12119>12118 2344>2345 15032>15033 18713>18714 24836>24837 42000>42001 59163>59164 65050>65051 89041>89042
12118>12117 2345>2346 15033>15034 18714>18715 24837>24838 42001>42002 59164>59165 65051>65052 89042>89043
12117>12116 2346>2347 15034>15035 18715>18716 24838>24839 42002>42003 59165>59166 65052>65053 89043>89044
12116>12115 2347>2348 15035>15036 18716>18717 24839>24840 42003>42004 59166>59167 65053>65054 89044>89045
12115>12114 2348>2349 15036>15037 18717>18718 24840>24841 42004>42005 59167>59168 65054>65055 89045>89046
12114>12113 2349>2350 15037>15038 18718>18719 24841>24842 42005>42006 59168>59169 65055>65056 89046>89047
12113>12112 2350>2351 15038>15039 18719>18720 24842>24843 42006>42007 59169>59170 65056>65057 89047>89048
12112>12111 2351>2352 15039>15040 18720>18721 24843>24844 42007>42008 59170>59171 65057>65058 89048>89049
12111>12110 2352>2353 15040>15041 18721>18722 24844>24845 42008>42009 59171>59172 65058>65059 89049>89050
12110>12109 2353>2354 15041>15042 18722>18723 24845>24846 42009>42010 59172>59173 65059>65060 89050>89051
12109>12108 2354>2355 15042>15043 18723>18724 24846>24847 42010>42011 59173>59174 65060>65061 89051>89052
12108>12107 2355>2356 15043>15044 18724>18725 24847>24848 42011>42012 59174>59175 65061>65062 89052>89053
12107>12106 2356>2357 15044>15045 18725>18726 24848>24849 42012>42013 59175>59176 65062>65063 89053>89054
12106>12105 2357>2358 15045>15046 18726>18727 24849>24850 42013>42014 59176>59177 65063>65064 89054>89055
12105>12104 2358>2359 15046>15047 18727>18728 24850>24851 42014>42015 59177>59178 65064>65065 89055>89056
12104>12103 2359>2360 15047>15048 18728>18729 24851>24852 42015>42016 59178>59179 65065>65066 89056>89057
12103>12102 2360>2361 15048>15049 18729>18730 24852>24853 42016>42017 59179>59180 65066>65067 89057>89058
12102>12101 2361>2362 15049>15050 18730>18731 24853>24854 42017>42018 59180>59181 65067>65068 89058>89059
12101>12100 2362>2363 15050>15051 18731>18732 24854>24855 42018>42019 59181>59182 65068>65069 89059>89060
12100>12099 2363>2364 15051>15052 18732>18733 24855>24856 42019>42020 59182>59183 65069>65070 89060>89061
12099>12098 2364>2365 15052>15053 18733>18734 24856>24857 42020>42021 59183>59184 65070>65071 89061>89062
12098>12097 2365>2366 15053>15054 18734>18735 24857>24858 42021>42022 59184>59185 65071>65072 89062>89063
12097>12096 2366>2367 15054>15055 18735>18736 24858>24859 42022>42023 59185>59186 65072>65073 89063>89064
12096>12095 2367>2368 15055>15056 18736>18737 24859>24860 42023>42024 59186>59187 65073>65074 89064>89065
12095>12094 2368>2369 15056>15057 18737>18738 24860>24861 42024>42025 59187>59188 65074>65075 89065>89066
12094>12093 2369>2370 15057>15058 18738>18739 24861>24862 42025>42026 59188>59189 65075>65076 89066>89067
12093>12092 2370>2371 15058>15059 18739>18740 24862>24863 42026>42027 59189>59190 65076>65077 89067>89068
12092>12091 2371>2372 15059>15060 18740>18741 24863>24864 42027>42028 59190>59191 65077>65078 89068>89069
